date,month,wind_speed,temperature,humidity
2013-03-01,3,6.387,14.399,72.125
2013-03-02,3,6.649,14.549,71.617
2013-03-03,3,6.743,14.748,71.131
2013-03-04,3,6.758,14.922,70.864
2013-03-05,3,6.807,15.125,70.706
2013-03-06,3,6.860,15.373,70.347
2013-03-07,3,6.981,15.647,69.920
2013-03-08,3,6.994,15.933,69.357
2013-03-09,3,6.963,16.209,69.123
2013-03-10,3,6.825,16.361,69.229
2013-03-11,3,6.718,16.578,69.301
2013-03-12,3,6.624,16.708,69.488
2013-03-13,3,6.496,16.833,69.430
2013-03-14,3,6.619,16.941,69.196
2013-03-15,3,6.737,17.130,68.491
2013-03-16,3,6.790,17.224,68.421
2013-03-17,3,6.939,17.371,67.954
2013-03-18,3,7.143,17.486,67.576
2013-03-19,3,7.168,17.631,67.268
2013-03-20,3,7.184,17.909,66.596
2013-03-21,3,7.217,18.118,66.316
2013-03-22,3,7.342,18.352,65.870
2013-03-23,3,7.457,18.650,65.378
2013-03-24,3,7.571,18.867,65.187
2013-03-25,3,7.734,19.028,64.935
2013-03-26,3,7.858,19.226,64.561
2013-03-27,3,7.775,19.365,64.525
2013-03-28,3,7.806,19.524,64.477
2013-03-29,3,7.837,19.631,64.717
2013-03-30,3,7.968,19.787,64.537
2013-03-31,3,8.062,19.929,64.330
2013-04-01,4,8.086,20.082,63.995
2013-04-02,4,8.193,20.235,63.629
2013-04-03,4,8.307,20.400,63.096
2013-04-04,4,8.461,20.510,62.700
2013-04-05,4,8.535,20.646,61.978
2013-04-06,4,8.571,20.800,60.936
2013-04-07,4,8.599,21.008,60.135
2013-04-08,4,8.509,21.226,59.710
2013-04-09,4,8.498,21.496,59.044
2013-04-10,4,8.446,21.739,58.489
2013-04-11,4,8.518,21.985,57.701
2013-04-12,4,8.535,22.201,57.069
2013-04-13,4,8.578,22.449,56.383
2013-04-14,4,8.584,22.648,55.871
2013-04-15,4,8.616,22.830,55.496
2013-04-16,4,8.620,23.046,54.818
2013-04-17,4,8.590,23.292,53.676
2013-04-18,4,8.669,23.569,52.681
2013-04-19,4,8.532,23.781,51.895
2013-04-20,4,8.562,24.027,51.012
2013-04-21,4,8.697,24.193,50.411
2013-04-22,4,8.714,24.315,50.046
2013-04-23,4,8.610,24.451,49.688
2013-04-24,4,8.491,24.665,49.135
2013-04-25,4,8.429,24.903,48.459
2013-04-26,4,8.464,25.120,48.009
2013-04-27,4,8.395,25.341,47.366
2013-04-28,4,8.500,25.504,46.880
2013-04-29,4,8.416,25.716,46.438
2013-04-30,4,8.147,25.946,46.149
2013-05-01,5,8.096,26.160,45.514
2013-05-02,5,8.143,26.335,44.836
2013-05-03,5,8.200,26.518,44.179
2013-05-04,5,8.179,26.718,43.671
2013-05-05,5,8.115,26.914,43.102
2013-05-06,5,8.031,27.069,42.804
2013-05-07,5,8.032,27.214,42.611
2013-05-08,5,8.098,27.366,42.165
2013-05-09,5,8.178,27.551,41.639
2013-05-10,5,8.321,27.718,40.996
2013-05-11,5,8.486,27.839,40.460
2013-05-12,5,8.490,27.978,39.954
2013-05-13,5,8.356,28.135,39.501
2013-05-14,5,8.307,28.270,39.309
2013-05-15,5,8.299,28.481,38.731
2013-05-16,5,8.270,28.653,38.333
2013-05-17,5,8.143,28.810,37.833
2013-05-18,5,8.184,28.958,37.309
2013-05-19,5,8.334,29.061,37.075
2013-05-20,5,8.282,29.270,36.504
2013-05-21,5,8.310,29.450,35.983
2013-05-22,5,8.437,29.606,35.516
2013-05-23,5,8.481,29.781,35.092
2013-05-24,5,8.405,30.030,34.791
2013-05-25,5,8.361,30.273,34.422
2013-05-26,5,8.509,30.553,33.742
2013-05-27,5,8.531,30.776,33.223
2013-05-28,5,8.578,31.011,32.534
2013-05-29,5,8.485,31.188,32.085
2013-05-30,5,8.467,31.338,31.589
2013-05-31,5,8.571,31.476,31.499
2013-06-01,6,8.650,31.590,31.549
2013-06-02,6,8.751,31.693,31.732
2013-06-03,6,8.770,31.877,31.819
2013-06-04,6,8.595,32.047,32.012
2013-06-05,6,8.561,32.236,32.123
2013-06-06,6,8.556,32.272,32.763
2013-06-07,6,8.591,32.360,33.020
2013-06-08,6,8.670,32.427,33.468
2013-06-09,6,8.758,32.530,33.668
2013-06-10,6,8.763,32.640,33.977
2013-06-11,6,8.930,32.662,34.462
2013-06-12,6,8.887,32.728,34.878
2013-06-13,6,8.943,32.754,35.366
2013-06-14,6,8.972,32.786,35.812
2013-06-15,6,9.018,32.762,36.485
2013-06-16,6,9.049,32.725,37.563
2013-06-17,6,9.109,32.669,38.514
2013-06-18,6,9.129,32.671,39.386
2013-06-19,6,9.072,32.658,40.117
2013-06-20,6,8.920,32.747,40.351
2013-06-21,6,8.890,32.871,40.384
2013-06-22,6,8.992,32.987,40.305
2013-06-23,6,9.096,33.069,40.493
2013-06-24,6,9.255,33.102,40.772
2013-06-25,6,9.328,33.113,41.181
2013-06-26,6,9.212,33.106,41.849
2013-06-27,6,9.128,33.120,42.413
2013-06-28,6,9.144,33.109,43.044
2013-06-29,6,9.243,33.145,43.461
2013-06-30,6,9.206,33.161,44.066
2013-07-01,7,9.161,33.228,44.597
2013-07-02,7,9.175,33.304,45.042
2013-07-03,7,9.232,33.283,45.685
2013-07-04,7,9.336,33.278,46.291
2013-07-05,7,9.490,33.279,46.674
2013-07-06,7,9.560,33.248,47.338
2013-07-07,7,9.524,33.193,48.244
2013-07-08,7,9.483,33.118,49.063
2013-07-09,7,9.457,33.035,49.915
2013-07-10,7,9.319,33.018,50.665
2013-07-11,7,9.340,33.062,51.088
2013-07-12,7,9.367,33.015,51.965
2013-07-13,7,9.488,33.006,52.565
2013-07-14,7,9.514,32.969,53.208
2013-07-15,7,9.620,32.948,53.850
2013-07-16,7,9.606,32.898,54.778
2013-07-17,7,9.534,32.894,55.381
2013-07-18,7,9.364,32.834,56.276
2013-07-19,7,9.395,32.736,57.097
2013-07-20,7,9.288,32.583,58.292
2013-07-21,7,9.032,32.441,59.390
2013-07-22,7,8.878,32.307,60.340
2013-07-23,7,8.755,32.198,61.061
2013-07-24,7,8.649,32.048,62.090
2013-07-25,7,8.604,31.890,63.145
2013-07-26,7,8.551,31.792,63.850
2013-07-27,7,8.483,31.706,64.683
2013-07-28,7,8.491,31.675,65.342
2013-07-29,7,8.478,31.655,66.163
2013-07-30,7,8.435,31.603,66.755
2013-07-31,7,8.375,31.550,67.164
2013-08-01,8,8.231,31.510,67.445
2013-08-02,8,8.212,31.443,67.769
2013-08-03,8,8.309,31.387,68.098
2013-08-04,8,8.229,31.309,68.532
2013-08-05,8,8.175,31.279,68.787
2013-08-06,8,8.118,31.165,69.477
2013-08-07,8,7.950,31.068,69.941
2013-08-08,8,7.863,30.941,70.674
2013-08-09,8,7.789,30.783,71.420
2013-08-10,8,7.619,30.771,71.723
2013-08-11,8,7.608,30.702,72.102
2013-08-12,8,7.583,30.696,72.315
2013-08-13,8,7.636,30.706,72.380
2013-08-14,8,7.580,30.689,72.535
2013-08-15,8,7.575,30.701,72.471
2013-08-16,8,7.511,30.696,72.548
2013-08-17,8,7.662,30.680,72.671
2013-08-18,8,7.613,30.654,72.854
2013-08-19,8,7.626,30.574,73.387
2013-08-20,8,7.617,30.450,74.073
2013-08-21,8,7.609,30.328,74.769
2013-08-22,8,7.578,30.228,75.133
2013-08-23,8,7.402,30.198,75.435
2013-08-24,8,7.525,30.221,75.449
2013-08-25,8,7.433,30.194,75.770
2013-08-26,8,7.408,30.203,75.904
2013-08-27,8,7.546,30.214,75.787
2013-08-28,8,7.508,30.162,75.849
2013-08-29,8,7.488,30.140,75.930
2013-08-30,8,7.394,30.062,76.247
2013-08-31,8,7.308,29.993,76.471
2013-09-01,9,7.394,29.966,76.391
2013-09-02,9,7.495,29.958,76.114
2013-09-03,9,7.526,29.957,75.835
2013-09-04,9,7.579,29.969,75.416
2013-09-05,9,7.687,29.977,74.894
2013-09-06,9,7.746,29.989,74.570
2013-09-07,9,7.725,30.020,74.120
2013-09-08,9,7.656,29.991,74.059
2013-09-09,9,8.241,29.966,73.926
2013-09-10,9,8.210,29.979,73.588
2013-09-11,9,8.075,29.964,73.436
2013-09-12,9,8.041,29.971,73.248
2013-09-13,9,7.869,29.961,73.146
2013-09-14,9,7.765,29.971,72.865
2013-09-15,9,7.686,29.980,72.498
2013-09-16,9,7.712,29.945,72.232
2013-09-17,9,7.616,29.924,71.948
2013-09-18,9,7.626,29.963,71.413
2013-09-19,9,7.638,29.989,70.973
2013-09-20,9,7.726,29.975,70.801
2013-09-21,9,7.746,29.864,71.106
2013-09-22,9,7.731,29.841,71.031
2013-09-23,9,7.672,29.874,70.756
2013-09-24,9,7.676,29.886,70.621
2013-09-25,9,7.716,29.860,70.554
2013-09-26,9,7.682,29.792,70.744
2013-09-27,9,7.726,29.759,70.641
2013-09-28,9,7.613,29.751,70.502
2013-09-29,9,7.541,29.739,70.525
2013-09-30,9,7.519,29.687,70.709
2013-10-01,10,7.440,29.632,70.747
2013-10-02,10,7.384,29.577,70.732
2013-10-03,10,7.422,29.512,70.673
2013-10-04,10,7.422,29.434,70.796
2013-10-05,10,7.390,29.456,70.435
2013-10-06,10,7.367,29.479,70.122
2013-10-07,10,7.290,29.499,69.832
2013-10-08,10,7.228,29.533,69.530
2013-10-09,10,7.219,29.557,69.291
2013-10-10,10,7.172,29.547,69.115
2013-10-11,10,7.104,29.453,69.254
2013-10-12,10,6.967,29.376,69.430
2013-10-13,10,6.813,29.335,69.597
2013-10-14,10,6.769,29.335,69.428
2013-10-15,10,6.756,29.322,69.168
2013-10-16,10,6.518,29.306,68.902
2013-10-17,10,6.515,29.281,68.783
2013-10-18,10,6.423,29.251,68.591
2013-10-19,10,6.369,29.204,68.276
2013-10-20,10,6.223,29.137,68.054
2013-10-21,10,6.138,29.066,67.867
2013-10-22,10,6.094,29.008,67.541
2013-10-23,10,5.805,28.891,67.479
2013-10-24,10,5.807,28.805,67.185
2013-10-25,10,5.730,28.652,67.284
2013-10-26,10,5.458,28.499,67.633
2013-10-27,10,5.306,28.378,67.735
2013-10-28,10,5.234,28.231,67.838
2013-10-29,10,5.248,28.128,67.667
2013-10-30,10,5.211,28.026,67.595
2013-10-31,10,5.071,27.920,67.488
2013-11-01,11,4.833,27.780,67.793
2013-11-02,11,4.663,27.594,68.118
2013-11-03,11,4.514,27.410,68.283
2013-11-04,11,4.329,27.235,68.419
2013-11-05,11,4.161,27.039,68.729
2013-11-06,11,4.101,26.868,68.977
2013-11-07,11,4.137,26.737,69.000
2013-11-08,11,3.766,26.520,69.412
2013-11-09,11,3.713,26.357,69.533
2013-11-10,11,3.688,26.123,69.714
2013-11-11,11,3.738,25.918,69.739
2013-11-12,11,3.699,25.675,69.815
2013-11-13,11,3.703,25.463,69.782
2013-11-14,11,3.695,25.229,69.899
2013-11-15,11,3.592,25.018,70.015
2013-11-16,11,3.534,24.808,70.234
2013-11-17,11,3.481,24.582,70.382
2013-11-18,11,3.555,24.393,70.274
2013-11-19,11,3.515,24.213,70.165
2013-11-20,11,3.471,24.098,69.663
2013-11-21,11,3.455,23.923,69.440
2013-11-22,11,3.399,23.712,69.554
2013-11-23,11,3.316,23.502,69.756
2013-11-24,11,3.291,23.345,69.487
2013-11-25,11,3.381,23.229,69.005
2013-11-26,11,3.420,23.100,68.674
2013-11-27,11,3.446,22.918,68.693
2013-11-28,11,3.384,22.760,68.560
2013-11-29,11,3.395,22.608,68.261
2013-11-30,11,3.485,22.435,68.276
2013-12-01,12,3.388,22.248,68.336
2013-12-02,12,3.296,22.059,68.574
2013-12-03,12,3.206,21.936,68.393
2013-12-04,12,3.241,21.747,68.441
2013-12-05,12,3.325,21.537,68.483
2013-12-06,12,3.361,21.311,68.579
2013-12-07,12,3.380,21.091,68.764
2013-12-08,12,3.287,20.852,69.067
2013-12-09,12,3.260,20.630,69.283
2013-12-10,12,3.231,20.491,69.147
2013-12-11,12,3.291,20.332,68.969
2013-12-12,12,3.562,20.175,68.603
2013-12-13,12,3.663,19.999,68.484
2013-12-14,12,3.615,19.837,68.527
2013-12-15,12,3.657,19.655,68.715
2013-12-16,12,3.659,19.461,68.928
2013-12-17,12,3.675,19.268,69.256
2013-12-18,12,3.674,19.107,69.647
2013-12-19,12,3.703,18.970,70.001
2013-12-20,12,3.753,18.812,70.464
2013-12-21,12,3.761,18.594,71.137
2013-12-22,12,3.764,18.432,71.579
2013-12-23,12,3.897,18.271,71.831
